CustomerID,Monetary,TimeSpent,PC1,PC2,Cluster
12347.0,2540.29,420,1.305188019428167,0.8374878673637776,3
12348.0,367.0,1,-0.6858383692265673,-0.4015472030706619,2
12350.0,334.4,1,-0.6914784165681511,-0.395907155729078,2
12352.0,456.0799999999999,66,-0.4198850934086783,-0.1664169589821157,2
12355.0,459.4,1,-0.6698524681725074,-0.4175331041247217,2
12356.0,481.46,1,-0.6660359207996442,-0.4213496514975848,2
12357.0,6207.67,1,0.3246418549013068,-1.4120274271985356,2
12358.0,1168.06,116,-0.1039827207655909,-0.0968704701587146,2
12359.0,3404.48,292,0.9613249035033123,0.1946018979344216,0
12362.0,2135.79,213,0.437327307184233,0.1095902931364491,0
12363.0,299.1,1,-0.6975855843950809,-0.3897999879021482,2
12364.0,310.32,1,-0.695644439267088,-0.3917411330301412,2
12367.0,168.9,1,-0.7201111722439834,-0.3672744000532457,2
12370.0,938.39,1,-0.5869835639962725,-0.5004020083009566,2
12371.0,1527.96,1,-0.4849834808313152,-0.6024020914659138,2
12372.0,515.7,1,-0.6601121410151095,-0.4272734312821196,2
12373.0,364.6,1,-0.6862535874357636,-0.4011319848614655,2
12375.0,228.22,152,-0.1278205813589492,0.2044905706905154,0
12378.0,4008.62,1,-0.0558104796542153,-1.0315750926430136,2
12380.0,607.5500000000001,1,-0.6442213941339905,-0.4431641781632386,2
12381.0,1845.31,211,0.3793630860351706,0.152136559826852,0
12383.0,750.61,117,-0.1723502494130176,-0.020793964281958,2
12384.0,585.27,33,-0.5247323675067538,-0.3159659334519227,2
12386.0,401.9,293,0.4457102710476424,0.717925507619421,0
12388.0,334.95000000000005,63,-0.4524049682859875,-0.1570240157927958,2
12393.0,884.1,89,-0.2571811478129586,-0.1518144283032507,2
12394.0,1272.48,34,-0.4019853349163265,-0.4310039888130202,2
12395.0,1759.68,632,1.987288153120135,1.7896909062897206,3
12397.0,1195.09,1,-0.5425725163709786,-0.5448130559262505,2
12399.0,820.6,93,-0.2527491751392861,-0.1254104920596041,2
12401.0,84.3,1,-0.734747614118155,-0.3526379581790741,2
12406.0,1486.7,1,-0.4921217738777493,-0.5952637984194799,2
12407.0,719.06,1,-0.6249293180892047,-0.4624562542080244,2
12408.0,1352.45,176,0.159187465111684,0.1024979777237965,0
12409.0,6207.08,1,0.3245397804248793,-1.411925352722108,2
12410.0,681.0799999999999,214,0.1895059286738832,0.3651206488761287,0
12413.0,609.5,235,0.2580663064925643,0.4584487928733726,0
12414.0,319.61,123,-0.2237895877932078,0.0768992374742106,2
12415.0,43977.36,269,7.892087738507176,-6.913467413344023,1
12417.0,1502.18,222,0.3623983674125065,0.2539000279721434,0
12420.0,600.39,1,-0.645460128458093,-0.4419254438391361,2
12422.0,147.7,1,-0.7237789330918846,-0.3636066392053446,2
12423.0,538.72,249,0.2997836700783234,0.5246571104982304,0
12427.0,586.08,577,1.5722495750165466,1.7807357367801713,3
12428.0,6518.41,309,1.5655847258537898,-0.2786053115174493,0
12429.0,1281.5,1,-0.527622930764038,-0.5597626415331911,2
12431.0,3032.05,695,2.450250599525344,1.8123940253322872,3
12433.0,9033.92,607,3.1494246486137305,0.4348299800628811,3
12436.0,509.01,1,-0.6612695617732444,-0.4261160105239847,2
12437.0,2040.81,301,0.7600900446457969,0.465217551855905,0
12441.0,173.55,1,-0.7193066869636654,-0.3680788853335637,2
12442.0,172.06,1,-0.7195644682685415,-0.3678211040286876,2
12444.0,1636.08,63,-0.2272996063977964,-0.3821293776809868,2
12447.0,476.49,1,-0.666895768507855,-0.420489803789374,2
12449.0,2724.58,212,0.5353379558165366,0.0038706672748157,0
12450.0,96.0,1,-0.7327234253483228,-0.3546621469489063,2
12451.0,4927.87,4,0.1147902106913431,-1.1790488513005826,2
12455.0,477.46,93,-0.3121149985991355,-0.0660446685997547,2
12461.0,826.88,58,-0.38656978900516,-0.2614040812202723,2
12462.0,717.33,52,-0.4286497018670913,-0.2655780317343195,2
12463.0,344.57,1,-0.6897189294066816,-0.3976666428905475,2
12464.0,213.9,1,-0.7123258308215517,-0.3750597414756775,2
12468.0,508.9500000000001,1,-0.6612799422284743,-0.4261056300687548,2
12471.0,9867.74,666,3.5210966632090033,0.5179876219980644,3
12472.0,1611.4,606,1.8614178841139992,1.7151277673332816,3
12473.0,636.19,278,0.428426889424592,0.6195742308025248,0
12474.0,1045.94,542,1.5169017425370417,1.5662693662331348,3
12476.0,169.29999999999998,126,-0.2382308923760068,0.1144674737449989,2
